obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""617.52842""","=""0.00040""","=""617.52867""","=""0.00005""","=""500""","=""3.00e+05""",C+,"=""150858.5079""","=""167047.6082""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""618.21460""","=""0.00004""","=""618.21463""","=""0.00005""","=""1500""","=""3.72e+06""",B+,"=""149657.0392""","=""165828.1766""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L3451""",
"=""618.31575""","=""0.00040""","=""618.31607""","=""0.00005""","=""50""","=""1.18e+05""",C,"=""150858.5079""","=""167026.9923""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""618.90649""","=""0.00004""","=""618.90664""","=""0.00005""","=""700""","=""5.88e+05""",C+,"=""150858.5079""","=""167011.5643""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""619.30663""","=""0.00004""","=""619.30659""","=""0.00005""","=""500""","=""1.80e+05""",C+,"=""150858.5079""","=""167001.1327""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""620.29740""","=""0.00040""","=""620.29761""","=""0.00005""","=""150""","=""2.44e+05""",C,"=""150858.5079""","=""166975.3424""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""620.57775""","=""0.00004""","=""620.57766""","=""0.00005""","=""1000""","=""1.52e+06""",C+,"=""150917.4307""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""621.38758""","=""0.00004""","=""621.38757""","=""0.00005""","=""1500""","=""2.85e+06""",B+,"=""149824.2215""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L3451""",
"=""621.72812""","=""0.00005""","=""621.72812""","=""0.00010""","=""10000""","=""6.37e+06""",B+,"=""134041.8400""","=""150121.5922""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""622.57350""","=""0.00040""","=""622.57375""","=""0.00005""","=""500""","=""6.19e+05""",C+,"=""150917.4307""","=""166975.3424""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""624.67294""","=""0.00004""","=""624.67274""","=""0.00006""","=""1000""","=""7.97e+05""",B+,"=""149824.2215""","=""165828.1766""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L3451""",
"=""624.9593""","=""0.0020""","=""624.95919""","=""0.00006""","=""50""","=""""",,"=""152970.7328""","=""168967.3526""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""625.2732""","=""0.0020""","=""625.27502""","=""0.00006""","=""20""","=""""",,"=""151038.4524""","=""167026.9923""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""625.87884""","=""0.00040""","=""625.87896""","=""0.00006""","=""1000""","=""6.06e+05""",C+,"=""151038.4524""","=""167011.5643""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""626.64952""","=""0.00005""","=""626.64950""","=""0.00010""","=""10000""","=""2.49e+07""",B+,"=""134818.6405""","=""150772.1118""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""627.30141""","=""0.00040""","=""627.30149""","=""0.00006""","=""700""","=""9.94e+05""",C+,"=""151038.4524""","=""166975.3424""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""627.60327""","=""0.00040""","=""627.60343""","=""0.00006""","=""500""","=""1.25e+06""",C+,"=""151038.4524""","=""166967.6752""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L4498""",
"=""629.37447""","=""0.00004""","=""629.37444""","=""0.00006""","=""1000""","=""6.39e+05""",B+,"=""150772.1118""","=""166656.5114""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3451""",
"=""630.47893""","=""0.00005""","=""630.47889""","=""0.00010""","=""1000""","=""4.16e+06""",B+,"=""134459.2871""","=""150315.8612""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""631.36855""","=""0.00040""","=""631.36878""","=""0.00006""","=""1500""","=""3.40e+06""",B+,"=""150772.1118""","=""166606.3370""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T2734""","=""L4498""",
"=""632.81646""","=""0.00004""","=""632.81639""","=""0.00006""","=""3000""","=""3.39e+06""",B+,"=""150858.5079""","=""166656.5114""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3451""",
"=""633.08894""","=""0.00040""","=""633.08928""","=""0.00006""","=""1500""","=""1.46e+06""",B+,"=""150121.5922""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L4498""",
"=""633.44276""","=""0.00005""","=""633.44278""","=""0.00010""","=""10000""","=""1.61e+07""",B+,"=""134041.8400""","=""149824.2215""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""635.18532""","=""0.00040""","=""635.18550""","=""0.00006""","=""1000""","=""3.45e+05""",B+,"=""150917.4307""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L4498""",
"=""636.49963""","=""0.00040""","=""636.49969""","=""0.00006""","=""1000""","=""1.60e+05""",B+,"=""150121.5922""","=""165828.1766""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L4498""",
"=""638.29914""","=""0.00005""","=""638.29917""","=""0.00010""","=""10000""","=""3.21e+07""",B+,"=""134459.2871""","=""150121.5922""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""640.1076""","=""0.0020""","=""640.10749""","=""0.00006""","=""1000""","=""1.39e+06""",B+,"=""151038.4524""","=""166656.5114""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3469""",
"=""640.22480""","=""0.00010""","=""640.22472""","=""0.00006""","=""20000""","=""5.149e+07""",AAA,"=""134041.8400""","=""149657.0392""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""",,"=""T4273""","=""L7292""",
"=""640.97469""","=""0.00040""","=""640.97485""","=""0.00006""","=""1500""","=""1.41e+06""",B+,"=""150315.8612""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L4498""",
"=""642.17044""","=""0.00040""","=""642.17053""","=""0.00006""","=""1000""","=""2.10e+06""",B+,"=""151038.4524""","=""166606.3370""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T2734""","=""L4498""",
"=""644.47118""","=""0.00004""","=""644.47098""","=""0.00006""","=""1500""","=""1.16e+06""",B+,"=""150315.8612""","=""165828.1766""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L3451""",
"=""650.65277""","=""0.00005""","=""650.65281""","=""0.00010""","=""15000""","=""3.00e+07""",B+,"=""134459.2871""","=""149824.2215""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""653.28824""","=""0.00005""","=""653.28822""","=""0.00010""","=""1000""","=""1.08e+07""",B+,"=""134818.6405""","=""150121.5922""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""659.89528""","=""0.00005""","=""659.89529""","=""0.00010""","=""10000""","=""2.32e+07""",B+,"=""135888.7173""","=""151038.4524""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""660.29007""","=""0.00040""","=""660.29020""","=""0.00006""","=""1000""","=""4.76e+05""",B+,"=""150772.1118""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L4498""",
"=""664.00095""","=""0.00040""","=""664.00081""","=""0.00006""","=""100""","=""6.21e+04""",B+,"=""150772.1118""","=""165828.1766""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L4498""",
"=""664.080""","=""0.002""","=""664.07962""","=""0.00006""","=""50""","=""3.80e+03""",C,"=""150858.5079""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L7441""",
"=""665.20925""","=""0.00004""","=""665.20927""","=""0.00010""","=""1500""","=""2.90e+05""",B,"=""135888.7173""","=""150917.4307""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""",,"=""T2733""","=""L3451""",
"=""666.6892""","=""0.0007""","=""666.68907""","=""0.00006""","=""1000""","=""3.57e+05""",B+,"=""150917.4307""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L5951""",
"=""667.82766""","=""0.00005""","=""667.82762""","=""0.00010""","=""5000""","=""2.33e+07""",B+,"=""135888.7173""","=""150858.5079""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""""","=""""","=""667.83306""","=""0.00006""","=""""","=""3.41e+05""",B,"=""150858.5079""","=""165828.1766""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""""",
"=""671.70430""","=""0.00005""","=""671.70430""","=""0.00010""","=""700""","=""2.17e+07""",B+,"=""135888.7173""","=""150772.1118""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""672.11342""","=""0.00050""","=""672.11348""","=""0.00006""","=""20""","=""5.15e+04""",B+,"=""151038.4524""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L4498""",
"=""673.80320""","=""0.00050""","=""673.80324""","=""0.00006""","=""700""","=""1.25e+06""",C+,"=""152970.7328""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""675.95821""","=""0.00050""","=""675.95855""","=""0.00006""","=""150""","=""1.60e+05""",B+,"=""151038.4524""","=""165828.1766""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L4498""",
"=""692.94672""","=""0.00004""","=""692.94673""","=""0.00010""","=""100000""","=""1.74e+07""",B+,"=""135888.7173""","=""150315.8612""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L3451""",
"=""702.40500""","=""0.00004""","=""702.40504""","=""0.00010""","=""34000""","=""1.89e+06""",B+,"=""135888.7173""","=""150121.5922""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L3451""",
"=""703.24128""","=""0.00004""","=""703.24131""","=""0.00010""","=""85000""","=""2.66e+07""",B+,"=""134041.8400""","=""148257.7898""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""",,"=""T4701""","=""L3451""",
"=""705.12922""","=""0.00008""","=""705.12923""","=""0.00010""","=""2200""","=""2.38e+06""",C+,"=""148257.7898""","=""162435.6780""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""705.91079""","=""0.00004""","=""705.91074""","=""0.00010""","=""10000""","=""7.46e+06""",B+,"=""148257.7898""","=""162419.9818""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L3451""",
"=""706.4762""","=""0.0003""","=""706.47585""","=""0.00010""","=""80""","=""3.40e+04""",C,"=""148257.7898""","=""162408.6535""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""711.23075""","=""0.00008""","=""711.23074""","=""0.00007""","=""110""","=""6.28e+05""",C+,"=""152970.7328""","=""167026.9923""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""713.85400""","=""0.00011""","=""713.85382""","=""0.00007""","=""55""","=""2.20e+05""",C+,"=""152970.7328""","=""166975.3424""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""717.39380""","=""0.00004""","=""717.39381""","=""0.00010""","=""77000""","=""2.87e+06""",B+,"=""135888.7173""","=""149824.2215""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""",,"=""T2733""","=""L3451""",
"=""724.51665""","=""0.00004""","=""724.51666""","=""0.00010""","=""77000""","=""1.01e+07""",B+,"=""134459.2871""","=""148257.7898""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""",,"=""T4701""","=""L3451""",
"=""730.48422""","=""0.00008""","=""730.48424""","=""0.00008""","=""89""","=""2.55e+05""",B+,"=""152970.7328""","=""166656.5114""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L9097""",
"=""""","=""""","=""743.73919""","=""0.00008""","=""""","=""7.4e+04""",C,"=""148257.7898""","=""161699.6613""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T2384n,T8378""","=""""",
"=""743.88981""","=""0.00004""","=""743.88984""","=""0.00010""","=""60000""","=""2.47e+06""",B+,"=""134818.6405""","=""148257.7898""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""",,"=""T4701""","=""L3451""",
"=""747.24383""","=""0.00004""","=""747.24386""","=""0.00010""","=""3100""","=""2.96e+06""",C+,"=""148257.7898""","=""161636.6175""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""748.88712""","=""0.00004""","=""748.88712""","=""0.00010""","=""32000""","=""2.31e+07""",B+,"=""148257.7898""","=""161607.2609""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""753.57739""","=""0.00004""","=""753.57741""","=""0.00010""","=""28000""","=""3.06e+07""",B+,"=""148257.7898""","=""161524.1739""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""754.40439""","=""0.00004""","=""754.40443""","=""0.00010""","=""13000""","=""3.87e+07""",B,"=""148257.7898""","=""161509.6305""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L3451""",
"=""762.133""","=""0.002""","=""762.1330""","=""0.0012""","=""50""","=""""",,"=""158795.9924""","=""171913.45""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L7441""",
"=""772.46233""","=""0.00009""","=""772.46233""","=""0.00008""","=""60""","=""1.58e+05""",B+,"=""152970.7328""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L9097""",
"=""783.30281""","=""0.00009""","=""783.30285""","=""0.00010""","=""56""","=""3.68e+04""",C,"=""149657.0392""","=""162419.9818""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""783.90520""","=""0.00009""","=""783.90528""","=""0.00010""","=""230""","=""1.04e+05""",C+,"=""149657.0392""","=""162410.1736""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""783.99855""","=""0.00018""","=""783.99873""","=""0.00010""","=""7""","=""6.6e+03""",C,"=""149657.0392""","=""162408.6535""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""792.71172""","=""0.00004""","=""792.71177""","=""0.00010""","=""300""","=""3.48e+05""",C+,"=""149824.2215""","=""162435.6780""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""793.69957""","=""0.00009""","=""793.69961""","=""0.00010""","=""1300""","=""8.46e+05""",B,"=""149824.2215""","=""162419.9818""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""794.31805""","=""0.00004""","=""794.31814""","=""0.00010""","=""7900""","=""3.82e+06""",C+,"=""149824.2215""","=""162410.1736""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""794.41404""","=""0.00009""","=""794.41409""","=""0.00010""","=""200""","=""1.37e+05""",C+,"=""149824.2215""","=""162408.6535""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""802.411""","=""0.010""","=""802.407""","=""0.008""","=""3""","=""""",,"=""158601.1152""","=""171060.19""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""804.179""","=""0.010""","=""804.1737""","=""0.0009""","=""3""","=""""",,"=""158601.1152""","=""171032.821""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""807.606""","=""0.010""","=""807.6087""","=""0.0013""","=""1""","=""""",,"=""159534.6196""","=""171913.45""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L6099""",
"=""808.24576""","=""0.00004""","=""808.24580""","=""0.00010""","=""5700""","=""1.30e+05""",B,"=""135888.7173""","=""148257.7898""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""",,"=""T4701""","=""L3451""",
"=""809.308""","=""0.010""","=""809.3133""","=""0.0008""","=""3""","=""""",,"=""158795.9924""","=""171148.750""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L6099""",
"=""811.85495""","=""0.00004""","=""811.85492""","=""0.00010""","=""3800""","=""3.88e+06""",C+,"=""150121.5922""","=""162435.6780""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""812.89110""","=""0.00009""","=""812.89108""","=""0.00010""","=""1200""","=""7.96e+05""",B,"=""150121.5922""","=""162419.9818""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""813.64061""","=""0.00004""","=""813.64054""","=""0.00010""","=""17000""","=""1.18e+07""",B+,"=""150121.5922""","=""162408.6535""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""824.86826""","=""0.00009""","=""824.86823""","=""0.00010""","=""310""","=""3.14e+05""",C+,"=""150315.8612""","=""162435.6780""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""825.93795""","=""0.00004""","=""825.93790""","=""0.00010""","=""3300""","=""2.04e+06""",B,"=""150315.8612""","=""162419.9818""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L3451""",
"=""826.60769""","=""0.00009""","=""826.60772""","=""0.00010""","=""7200""","=""3.33e+06""",C+,"=""150315.8612""","=""162410.1736""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""826.71166""","=""0.00004""","=""826.71163""","=""0.00010""","=""990""","=""6.16e+05""",C+,"=""150315.8612""","=""162408.6535""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""830.03248""","=""0.00004""","=""830.03258""","=""0.00010""","=""29000""","=""1.40e+07""",B+,"=""149657.0392""","=""161701.4486""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
